CLIENTNUM,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag
146,52,F,3,Graduate,Married,Less than $40K,Blue,41,3,5,1,20613.30054480314,2532,26019.680343101707,1.9653425550613055,3649,29,3.703749917155064,0.8192004580280247,Attrited Customer
147,18,M,1,Graduate,Single,$60K - $80K,Blue,31,1,5,3,29878.639825863156,1803,6440.635246567305,3.296307673370067,2315,111,2.3719163946768127,0.9364219685586707,Existing Customer
148,52,F,3,Graduate,Married,Less than $40K,Blue,38,6,5,4,5372.393913235008,258,9366.452800239067,2.4078974023785,2775,121,0.886851131708438,0.7217605751952855,Existing Customer
149,54,M,4,Graduate,Divorced,$40K - $60K,Silver,50,6,5,5,7561.651158686611,1972,5449.952031714072,0.4573692333203776,7126,16,1.9470576489175517,0.15628587776303093,Attrited Customer
150,64,M,1,Graduate,Married,Less than $40K,Blue,21,4,4,6,6597.07059554246,1910,20414.352820099328,3.538589117598762,11750,57,2.272895912652479,0.024469903413774863,Existing Customer
151,31,F,4,Graduate,Married,Less than $40K,Blue,42,6,6,2,27694.316899642883,2512,20603.947976938067,0.7407894031375837,17672,38,0.3201480608794367,0.08322177774367656,Attrited Customer
152,20,F,5,Uneducated,Married,$40K - $60K,Silver,34,5,4,2,21814.583883421987,2771,119.902176750466,2.8479248033250926,11640,56,2.3718715922347378,0.3276313627736418,Attrited Customer
153,18,M,0,College,Single,$40K - $60K,Blue,55,6,0,1,12437.720008942812,179,4945.494562730164,0.2896732541404443,15685,11,2.480533391048317,0.3326510994641507,Attrited Customer
154,22,F,2,Graduate,Single,$40K - $60K,Blue,16,1,3,5,27542.06878444102,994,10045.008742250682,2.153606234228154,7746,90,3.182146510831188,0.042939797277929515,Existing Customer
155,43,M,1,High School,Married,Less than $40K,Blue,19,1,2,5,15803.248097977023,2771,6215.901652531469,1.2021771132730077,14388,76,3.6896541366591773,0.9864615704732197,Attrited Customer
156,72,F,2,Post-Graduate,Married,$80K - $120K,Blue,30,3,5,6,21930.482256677675,1510,16540.41534516542,3.9057843801181473,18028,50,1.8485470575483602,0.5511464274567418,Attrited Customer
157,31,F,0,Post-Graduate,Single,Less than $40K,Blue,18,4,5,0,30060.121080212444,2637,1212.6641505124992,3.598567090870581,8810,30,1.1180931608978302,0.05086657954620555,Attrited Customer
158,56,M,1,College,Married,$80K - $120K,Platinum,41,5,6,5,15458.437516392456,873,24786.508695071556,1.7631160844350724,7613,29,2.7176976049841097,0.6757043142389296,Attrited Customer
159,44,M,2,High School,Married,$60K - $80K,Blue,17,5,3,0,26577.71457391447,1273,13984.09965322553,3.415440051239668,2212,61,0.5965251113689582,0.8665203434778868,Existing Customer
160,26,M,2,High School,Married,Less than $40K,Blue,18,3,2,1,20231.80989374818,1703,17814.235420952085,0.9575419797649234,9040,56,0.394857071656189,0.25711048544964865,Existing Customer
161,32,F,1,Graduate,Married,$40K - $60K,Blue,46,3,2,3,31861.187913929472,2098,17393.88302218044,2.081632431098824,1416,26,3.1305947218003536,0.7997703127742345,Existing Customer
162,32,M,2,Uneducated,Married,$120K +,Blue,46,3,0,0,16485.734851122594,863,13520.8703753414,3.3148105756195783,9122,81,3.4484358970815325,0.8861781386221917,Existing Customer
163,43,M,2,Graduate,Married,$60K - $80K,Blue,13,4,3,6,11154.108082801858,1921,17021.875235376487,2.7379931552945855,8681,136,3.2552564415468193,0.13717211243927152,Existing Customer
164,59,F,1,Uneducated,Married,Less than $40K,Blue,30,3,4,2,10159.368271165451,2211,2282.321781237261,1.795031754465069,17760,88,3.5568814931809825,0.4138550419604885,Existing Customer
165,30,F,2,High School,Single,$40K - $60K,Blue,39,4,6,1,7487.9275245425,2317,11536.442256305003,2.141632314942883,13173,129,1.1080223420472208,0.09231309249814434,Existing Customer
166,68,M,2,Graduate,Married,$40K - $60K,Blue,22,4,3,1,13122.66961306572,767,21296.18502192408,1.1627025026361886,16177,98,2.511510562319924,0.02143749695015884,Existing Customer
167,49,M,3,Post-Graduate,Single,$80K - $120K,Blue,51,2,6,2,15765.907063530352,1018,10987.400255756795,2.2543502470144103,17922,94,2.4468925371076726,0.7642658130710206,Attrited Customer
168,56,M,5,Graduate,Single,$80K - $120K,Blue,14,3,6,0,5608.678538924689,665,7621.490375548375,0.5434920892691504,8393,80,0.17743536543838445,0.0818376272827388,Existing Customer
169,66,M,3,Post-Graduate,Married,Less than $40K,Blue,31,3,2,4,26015.295283883606,1930,16953.615592875456,3.027724397181847,14029,98,0.10215766665780945,0.5498592920132261,Existing Customer
170,69,F,0,Graduate,Single,$40K - $60K,Blue,39,5,4,6,32888.66469585744,712,14297.789763580644,3.979769065017397,11576,83,3.5031037297804577,0.487678660600699,Attrited Customer
171,49,F,3,Graduate,Married,$40K - $60K,Blue,34,3,2,1,15003.687920237868,2531,16003.178208507221,0.2078695460705342,5843,135,0.07079301783481284,0.4854516231333269,Existing Customer
172,21,M,3,Graduate,Married,$120K +,Blue,22,4,6,5,32456.82228735432,1404,28751.7231946523,3.17010507376881,10517,62,2.9198519728896937,0.8931156812936906,Attrited Customer
173,47,M,0,Graduate,Divorced,$60K - $80K,Blue,56,3,3,3,15348.013273277063,2466,4499.8666250448905,3.3590148981337205,16900,91,1.717960337857264,0.5850721577087987,Existing Customer
174,54,M,2,High School,Single,$80K - $120K,Blue,39,1,6,1,8487.695518344326,976,18494.47922879802,0.13538277023554324,3790,121,0.15775500196697578,0.9572171468358421,Existing Customer
175,40,F,2,Post-Graduate,Divorced,$40K - $60K,Blue,24,5,2,6,30209.69196905566,2777,917.4578791531685,2.3391443314804596,10931,13,3.403620012997436,0.7372905200703028,Existing Customer
176,56,M,3,Post-Graduate,Single,$60K - $80K,Blue,27,6,5,5,31652.50910410123,924,19415.56311124444,3.570984795323937,18025,15,1.5586388280571954,0.47821904148613104,Attrited Customer
177,62,M,0,Graduate,Married,$40K - $60K,Blue,13,1,1,5,22715.768846278694,2336,5918.502499857139,2.2710399437888955,3934,69,2.9415913867436925,0.12635971673835866,Existing Customer
178,32,F,2,High School,Married,$80K - $120K,Blue,50,4,6,4,32366.68764639104,1354,24207.253208478316,2.3527598574960247,16671,104,2.003790045195994,0.587523309604828,Existing Customer
179,60,F,4,College,Married,$40K - $60K,Blue,53,1,4,2,12855.880964294058,225,8090.431305256275,3.9820722251923506,3944,35,3.4772735589186987,0.6918630962448884,Attrited Customer
180,46,M,1,Graduate,Single,$80K - $120K,Blue,36,6,5,5,11836.73397130443,2437,12031.893713370833,3.5917380015667484,10117,20,2.008807614292833,0.9518613464766535,Attrited Customer
181,53,M,1,High School,Divorced,$40K - $60K,Blue,18,4,0,6,30065.867478350086,1169,15472.85641540104,2.5386021114677506,2840,100,3.0204258931198362,0.3008448985160451,Existing Customer
182,30,F,5,Graduate,Single,$60K - $80K,Blue,41,5,1,0,10548.415501123673,2206,18298.87031372469,2.0569780572261918,10384,59,2.40016501774569,0.9980547492279441,Existing Customer
183,49,M,1,Post-Graduate,Married,$40K - $60K,Silver,18,6,5,2,30451.558284681858,1870,8974.288566848034,0.7676943320053322,10821,132,3.1258629933787905,0.06196031676397229,Existing Customer
184,24,M,3,Graduate,Married,Less than $40K,Blue,50,2,2,2,9103.551689616317,733,4701.99986602934,3.3764374749563193,1575,80,0.43601697287426067,0.21438069767116585,Existing Customer
185,68,F,1,Uneducated,Single,$40K - $60K,Blue,27,1,3,0,24627.83779898074,746,19055.930009761676,1.1427035678202122,10045,111,1.4171175377735978,0.9737697786686208,Existing Customer
186,39,F,1,Graduate,Divorced,$60K - $80K,Blue,20,5,6,2,28825.110118931134,1868,13257.353262700784,0.026257740772754445,1156,69,1.4683806035864078,0.4133507491925781,Attrited Customer
187,45,F,4,High School,Married,Less than $40K,Blue,41,2,2,5,30515.255389973794,1156,1728.9426278776498,0.22390646705880934,2872,52,0.44756212952362695,0.9866455429035256,Existing Customer
188,19,M,2,Graduate,Married,Less than $40K,Blue,14,4,0,2,33814.00510441675,1747,16105.56493203227,0.7867450457011014,4278,80,3.5832689153425688,0.9888963864119842,Existing Customer
189,59,F,4,Post-Graduate,Married,$40K - $60K,Blue,23,4,3,1,11213.502044556857,295,14014.36624808716,3.254075387610889,17104,117,1.0644744793521195,0.29807888008531014,Existing Customer
190,62,F,3,Uneducated,Married,$40K - $60K,Silver,21,2,4,3,19501.819328908383,1535,15370.180984178543,3.898138082103176,18080,113,3.112123983818507,0.4737628528980755,Attrited Customer
191,70,M,1,High School,Single,$40K - $60K,Blue,28,6,4,0,33520.50666643025,2478,3212.645438524393,2.8667055854050125,2705,137,1.945568356570722,0.20817258629146163,Existing Customer
192,23,M,2,High School,Married,$40K - $60K,Blue,36,6,2,1,1349.9900029150083,830,14189.226834770374,0.6649768963966975,11323,132,3.5513331945367077,0.8243807598430392,Existing Customer
193,45,F,5,Uneducated,Single,Less than $40K,Blue,46,5,1,5,21920.11783529588,849,22357.633023941115,3.460131609986308,8022,24,2.918913442335981,0.13899979565759657,Existing Customer
194,45,F,5,Post-Graduate,Married,Less than $40K,Blue,55,2,3,4,6084.767096182001,2602,3981.8274038815402,3.240134047992307,630,34,3.0304714200298006,0.1648967570273936,Existing Customer
195,61,M,1,Graduate,Married,$80K - $120K,Blue,36,1,5,1,15968.310920037777,1537,18707.618725337215,3.3955915527663016,15607,10,1.947748475056318,0.8056311168434295,Attrited Customer
196,61,M,1,Uneducated,Married,Less than $40K,Blue,50,2,1,1,3857.8811652263166,331,5336.12131053767,0.724681411989712,7249,25,1.5570051347228504,0.7795991154421161,Existing Customer
197,37,F,5,High School,Single,$60K - $80K,Blue,50,3,2,2,12437.89861550095,1427,9272.75197083255,2.065180762774563,18306,98,1.8741296389905617,0.7916759710404431,Existing Customer
198,47,F,5,Graduate,Single,$40K - $60K,Blue,37,1,5,3,24515.548420963583,368,10879.645519437861,2.5054069062454025,18233,87,1.9579770520156008,0.20786383332925107,Attrited Customer
199,28,M,3,High School,Married,$120K +,Blue,53,5,5,1,28596.47938419289,761,22901.528171213115,2.7109822376319133,8726,81,0.23562261713262034,0.714995646435148,Existing Customer
200,72,F,1,Post-Graduate,Married,Less than $40K,Blue,45,1,3,4,20083.62565851272,2802,6782.083867011651,2.73977878731331,7893,99,0.4252822370998848,0.3972951229985211,Attrited Customer
201,45,M,5,Graduate,Married,$80K - $120K,Blue,56,4,4,2,15831.07825915075,279,7909.642518162496,0.05339410731236294,5134,82,1.1577255446261834,0.6539626385764608,Existing Customer
202,42,F,0,Post-Graduate,Married,$40K - $60K,Blue,55,4,4,6,12646.329120281322,1096,26102.659238841814,3.838998162172749,8669,50,1.6542199257479409,0.2026981777601894,Existing Customer
203,56,M,5,Post-Graduate,Single,Less than $40K,Blue,29,4,2,1,31834.33804031414,365,22302.896268959783,2.3170945579471534,6281,29,0.2690347702599909,0.9182403426844844,Existing Customer
204,50,M,2,Post-Graduate,Single,$40K - $60K,Blue,19,1,3,6,7716.9483123347545,1698,15187.440662920439,0.776690063492123,6811,126,1.9203610768508907,0.5931749701792502,Existing Customer
205,18,F,2,Graduate,Married,$40K - $60K,Blue,39,4,5,4,24260.34334404871,694,9479.116240648362,3.0648831003344594,5488,87,2.323135817082387,0.7584843104765756,Attrited Customer
206,44,F,0,High School,Single,$40K - $60K,Blue,48,6,2,0,5787.056356279056,947,23751.687682589905,0.21618368153449286,1325,67,3.8430701334645803,0.43756603241376335,Existing Customer
207,69,M,3,College,Single,$40K - $60K,Blue,53,6,4,5,31588.031967762116,2092,16877.756094815642,0.6610254409605787,5024,120,0.4177189286404803,0.8516878761430228,Attrited Customer
208,30,F,1,Post-Graduate,Married,$80K - $120K,Blue,31,5,5,1,10702.444513467086,2396,9910.785061635228,1.5866495213026512,17023,133,3.238820909353096,0.38537927144239914,Existing Customer
209,58,F,1,Post-Graduate,Married,$40K - $60K,Blue,27,5,5,0,13624.546194907129,1402,9445.366008270466,2.252685432362327,18616,104,2.9257984383923006,0.2924936895331266,Existing Customer
210,20,F,5,High School,Single,$40K - $60K,Gold,18,1,0,0,7227.457979166597,2098,13718.050598434827,1.670676532353467,10998,107,2.9826011600433455,0.9823776421922075,Existing Customer
211,56,M,2,Graduate,Single,$60K - $80K,Blue,48,2,1,4,32759.67521741318,1908,28459.83247121372,1.2147101537980585,12140,76,3.381462105415334,0.48891791817180763,Existing Customer
212,23,F,3,Post-Graduate,Married,$60K - $80K,Blue,17,2,2,2,31182.338884130113,2332,19298.083282765292,2.9478694039438245,14650,46,3.8619167230728473,0.35097363003732196,Attrited Customer
213,25,F,3,High School,Single,Less than $40K,Blue,17,5,5,3,17091.01443937234,963,20380.876836375526,0.026906717963366855,9386,104,2.562593081465409,0.5607301090763033,Existing Customer
214,44,M,3,Uneducated,Married,$60K - $80K,Blue,14,1,0,3,2024.3026246173326,1383,11607.148333285038,2.7137232275106724,2741,73,3.5372058411701395,0.8239491564738703,Existing Customer
215,26,F,5,Graduate,Single,$40K - $60K,Gold,55,5,4,1,31754.245226543655,1713,29297.0325635877,3.7994431523816257,6317,118,0.5018868693163592,0.5164749021028147,Existing Customer
216,54,F,1,High School,Divorced,Less than $40K,Blue,30,4,6,5,33729.13324595908,122,12211.497287935657,0.6019708015573149,6186,51,0.9520078546292345,0.5219754061326345,Attrited Customer
217,50,M,3,Graduate,Single,$40K - $60K,Blue,44,4,2,4,3379.510605606912,1272,359.1889975909246,3.4229447795990744,5314,111,1.5099927626381504,0.5248765458961093,Attrited Customer
218,68,M,5,Graduate,Single,Less than $40K,Blue,41,5,4,0,21696.481750373445,1056,24035.27559480989,0.7412603031313449,6227,133,0.3091456377502846,0.48899377048906234,Existing Customer
219,59,F,5,High School,Married,$40K - $60K,Blue,32,4,6,1,33498.11759246295,359,15386.56628965737,1.6834149699815502,8862,125,0.881843362792726,0.6979198783884097,Attrited Customer
220,61,F,0,Uneducated,Single,$40K - $60K,Blue,31,3,4,2,24681.048059444816,1586,4506.991301386094,3.9001599808287453,17470,54,3.9190497727631795,0.8340260899797398,Attrited Customer
221,41,M,4,Graduate,Single,$40K - $60K,Blue,28,6,2,5,18550.8044079509,1564,688.0858429732739,3.1469032910259958,9285,35,2.9653747501050636,0.6217154446244547,Existing Customer
222,32,M,3,Graduate,Married,$60K - $80K,Blue,23,3,0,5,12629.85597947714,2961,29764.736649812123,1.4376028817900903,11354,130,2.8763578738132254,0.3207011048486944,Existing Customer
223,71,F,4,Doctorate,Single,$60K - $80K,Blue,40,6,2,3,26161.34324948747,2034,19420.51319420316,1.3970643039989068,12202,22,2.1390415405820264,0.8055612431223989,Existing Customer
224,49,F,1,Graduate,Divorced,$60K - $80K,Blue,34,6,6,5,34580.78915949331,1963,13974.040432677313,1.2881930491978033,13068,45,0.9033067634269378,0.10302875050407267,Attrited Customer
225,49,F,5,Graduate,Married,$60K - $80K,Blue,39,3,6,3,22733.709766530235,2929,10017.54916533363,1.4500345779723611,2716,75,0.488378193018177,0.38095867259100125,Attrited Customer
226,41,M,3,Post-Graduate,Married,$80K - $120K,Blue,29,2,6,0,18161.477332689046,2211,2165.8909699430383,3.903514187429838,4962,42,2.0958466781578116,0.8250525453173435,Attrited Customer
227,58,F,2,College,Single,$80K - $120K,Blue,20,2,5,5,6707.763156041065,1383,19359.983233952924,1.3631055643087202,2642,95,2.6366985359596766,0.7168092468815824,Attrited Customer
228,69,M,1,High School,Single,$80K - $120K,Blue,20,1,4,1,30281.84258342571,2687,11069.14192354068,1.7804288726578648,9893,55,2.2511686863186755,0.9681819410638912,Existing Customer
229,66,M,0,Graduate,Divorced,Less than $40K,Blue,35,2,3,5,14049.225804126145,2706,29690.654989334413,0.8485649897291689,13868,32,1.8417869523614154,0.38108332928350586,Attrited Customer
230,66,M,0,Uneducated,Single,$40K - $60K,Blue,44,6,4,1,27158.854139817984,2736,3255.1659357615326,2.554964619544161,16817,110,0.09950755484966045,0.6374382555545184,Attrited Customer
231,69,F,4,Graduate,Single,$40K - $60K,Blue,56,5,5,3,12824.772488617009,2683,7383.686532821139,3.3308395140382103,11377,62,2.392501169802821,0.7933442443091463,Existing Customer
232,29,F,5,Post-Graduate,Single,$40K - $60K,Blue,27,1,6,6,5108.683962044848,1812,12103.327612398165,1.1439132697323449,8145,104,2.083372261630323,0.5087614907379148,Attrited Customer
233,56,F,4,College,Married,Less than $40K,Blue,39,1,2,2,23735.5823112639,2294,23922.154487257703,0.8510128012251212,15901,104,1.1320904622587764,0.29581040168474404,Existing Customer
234,19,M,2,College,Single,$40K - $60K,Blue,16,5,0,4,19553.233602460517,180,23309.872751205647,1.8055235126064857,2454,58,3.1851332358052824,0.11729289452883118,Existing Customer
235,20,F,2,Graduate,Married,$120K +,Gold,52,3,4,5,6126.37352634251,2170,7325.324185184812,2.739235491292409,18734,50,2.7699788768700633,0.22207068630274807,Existing Customer
236,66,M,0,Graduate,Married,$40K - $60K,Blue,44,2,0,0,29203.112246308414,1103,10837.608540723812,1.6263819027944777,4212,60,3.8894521435596334,0.055181052553932686,Existing Customer
237,54,M,3,College,Married,$40K - $60K,Blue,49,1,5,3,11286.826833919326,2117,1773.3593906905187,0.590834368104471,18838,24,2.004430401386254,0.26681563450806933,Attrited Customer
238,66,M,0,Graduate,Married,Less than $40K,Blue,22,3,0,3,16057.685569566589,1369,11351.708474183612,0.7214188644788613,18623,42,0.27158876802401055,0.11893136882582489,Attrited Customer
239,34,M,0,Graduate,Married,$60K - $80K,Blue,40,6,1,1,17888.34987290842,512,5049.753025939734,1.1500396457220483,9724,94,3.714018457863259,0.03343257269840938,Existing Customer
240,66,M,2,Post-Graduate,Married,$40K - $60K,Blue,44,4,5,0,9376.782781096254,1258,27586.573167689552,3.3381869227925898,5062,83,1.8324421372365567,0.3731004544671723,Attrited Customer
241,19,M,4,Graduate,Married,Less than $40K,Blue,44,6,0,3,18069.73489603647,1792,24239.93229493906,2.0366365563199587,10832,113,3.976512106590908,0.4801328944285812,Existing Customer
242,19,F,2,Graduate,Married,$120K +,Blue,27,3,4,3,3304.3544607666654,538,4952.024871176439,2.351388776941006,633,77,2.011570197810505,0.5874403409876373,Existing Customer
243,45,M,5,Doctorate,Married,$60K - $80K,Blue,18,3,4,5,7357.714284916938,1506,14723.08483038187,0.8049328575690051,18443,126,1.6761296943616535,0.8203672729462854,Attrited Customer
244,71,F,2,High School,Single,$60K - $80K,Blue,21,6,2,6,10373.819528141175,2427,28749.740970268158,2.617962865848689,18547,37,0.30466484792560733,0.057468382438352394,Existing Customer
245,40,M,2,High School,Divorced,$120K +,Blue,50,2,2,6,13216.833046400288,307,12318.174996561243,3.3551852819500136,16239,96,0.49661570634626173,0.10738068154443758,Existing Customer
246,54,F,0,Graduate,Single,$40K - $60K,Platinum,42,4,6,3,9460.838988108166,62,13442.695377260063,0.8003952478122436,7262,97,0.4519862827292962,0.4024748598952709,Attrited Customer
247,49,F,3,Uneducated,Married,$60K - $80K,Silver,53,1,0,5,17005.703699360893,862,10245.162015951239,0.23376012329770068,7024,83,2.5606356115777418,0.6050237642714572,Existing Customer
